loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,mort_acc,credit_score,loan_default
20000,36,8.520628944336247,B,B5,7 years,MORTGAGE,38535.41,debt_consolidation,3.06,3,2,27,0,32.6,33,2,683,1
25000,36,12.60125685131742,C,C2,10+ years,RENT,29966.26,debt_consolidation,32.84,0,3,8,0,9.2,8,0,689,0
35000,36,17.240359463467534,D,D4,8 years,MORTGAGE,29449.71,small_business,4.76,0,1,2,0,94.3,7,1,631,0
20000,60,22.359599682938292,F,F2,2 years,OWN,145127.93,credit_card,31.08,0,1,13,0,89.1,17,0,565,0
25000,60,9.723647524775828,B,B5,5 years,OWN,54609.5,debt_consolidation,19.58,1,1,9,0,8.9,14,1,727,0
20000,36,22.995358938881694,F,F5,4 years,MORTGAGE,48336.74,debt_consolidation,6.83,1,2,20,0,54.9,21,0,586,0
15000,36,6.194591662322127,A,A4,8 years,MORTGAGE,35911.9,credit_card,0.95,0,4,25,0,2.1,27,2,772,0
20000,36,13.700504538148836,C,C5,< 1 year,MORTGAGE,56406.66,small_business,38.04,0,0,6,0,84.2,10,0,702,0
15000,36,15.719330850537089,D,D3,5 years,RENT,36945.0,credit_card,39.59,0,0,11,1,0.5,18,0,627,1
15000,60,5.8414532570195785,A,A1,3 years,OWN,172477.6,medical,16.65,0,0,29,0,99.9,36,2,766,0
30000,36,6.456193404699706,A,A5,8 years,OWN,63012.46,debt_consolidation,29.67,0,0,6,0,7.5,15,2,740,0
20000,36,13.918958694286244,C,C3,5 years,MORTGAGE,,credit_card,39.14,0,0,27,0,17.6,38,3,692,0
10000,36,25.40680559837077,G,G1,8 years,OWN,58109.52,small_business,4.03,0,0,4,0,95.3,9,3,532,0
20000,36,12.225060448304124,C,C1,10+ years,MORTGAGE,118739.21,credit_card,22.77,0,5,9,0,67.9,11,2,678,0
35000,36,22.909814626309206,F,F4,9 years,RENT,53463.66,debt_consolidation,19.12,0,0,10,0,31.7,22,0,598,0
10000,60,20.03143686800111,E,E5,10+ years,MORTGAGE,40705.57,credit_card,9.7,0,1,14,0,93.3,24,3,617,1
35000,36,13.47321469740524,C,C4,1 year,MORTGAGE,59673.06,debt_consolidation,11.29,0,2,11,0,26.1,25,0,683,1
35000,36,19.60297824813481,E,E3,1 year,RENT,87099.33,credit_card,41.31,0,2,6,0,2.5,10,2,590,1
20000,36,6.287065737371635,A,A2,2 years,RENT,110169.71,credit_card,31.27,0,3,17,0,49.5,25,1,720,0
15000,60,5.719795279352428,A,A3,5 years,MORTGAGE,61636.3,major_purchase,,0,1,5,0,51.4,6,2,756,0
5000,60,19.739585784479246,E,E2,5 years,MORTGAGE,62169.92,credit_card,,0,1,21,0,85.6,27,3,615,1
5000,36,18.755381007402974,E,E2,10+ years,OWN,98286.64,credit_card,18.59,0,0,23,1,1.7,28,2,625,1
15000,36,9.679891044479145,B,B1,10+ years,RENT,20000.0,debt_consolidation,35.44,0,0,25,0,65.8,36,1,701,0
25000,36,13.0792974643958,C,C3,4 years,RENT,57120.9,debt_consolidation,33.56,0,0,4,0,67.1,8,3,650,0
35000,36,16.693048737189592,D,D2,10+ years,MORTGAGE,38152.35,medical,19.63,0,0,7,0,30.9,19,0,662,1
10000,60,20.153568621262014,E,E1,3 years,MORTGAGE,56096.35,credit_card,6.6,0,1,8,0,36.1,22,1,598,1
15000,60,16.32235550247077,D,D2,2 years,RENT,67065.25,major_purchase,4.39,2,1,15,0,14.9,18,0,667,0
20000,36,12.873195930435676,C,C4,8 years,RENT,114348.04,credit_card,35.77,0,0,6,0,60.0,7,3,650,0
15000,60,8.619959689396156,B,B3,4 years,RENT,23606.9,home_improvement,31.63,0,0,6,2,1.2,18,0,736,0
20000,36,12.575479623199676,C,C3,10+ years,RENT,35187.3,medical,20.24,0,3,5,3,24.5,9,2,665,0
30000,60,15.662044274320966,D,D3,10+ years,RENT,31771.61,major_purchase,6.12,0,0,12,0,43.6,15,2,674,1
15000,36,18.783516478557278,E,E3,7 years,OWN,37642.42,home_improvement,34.8,0,0,25,0,44.7,39,2,590,0
10000,60,12.853593435880962,C,C3,10+ years,RENT,23810.28,credit_card,16.16,2,1,26,0,,32,1,677,1
20000,36,9.314387661751232,B,B5,3 years,OWN,195333.6,debt_consolidation,34.95,0,2,16,0,98.9,20,1,705,0
5000,36,10.371715071450689,B,B4,< 1 year,MORTGAGE,,major_purchase,31.47,3,2,4,2,68.2,7,0,690,0
35000,60,15.738639986728884,D,D1,6 years,RENT,34022.16,debt_consolidation,41.85,0,2,16,0,77.9,17,0,649,1
35000,36,18.798605265378644,E,E5,10+ years,RENT,54682.51,debt_consolidation,3.05,2,0,12,0,13.3,17,1,603,0
5000,60,7.001732617253117,A,A1,7 years,MORTGAGE,41737.34,other,28.95,2,0,28,1,31.6,36,1,746,0
20000,36,5.544797202425542,A,A1,9 years,RENT,59496.62,credit_card,35.66,0,3,10,1,78.7,24,1,742,0
25000,36,13.301892752567673,C,C3,10+ years,MORTGAGE,34178.76,debt_consolidation,13.12,1,0,8,0,27.4,13,0,662,0
15000,36,6.9951222521822665,A,A2,10+ years,RENT,21724.16,debt_consolidation,33.16,0,0,4,0,,6,0,768,0
15000,60,19.757973955814265,E,E4,7 years,MORTGAGE,38432.3,other,13.4,0,1,19,0,45.4,27,0,621,0
35000,36,9.075609927182214,B,B4,10+ years,OWN,124093.71,credit_card,28.57,0,0,17,1,10.8,28,2,731,0
10000,36,5.707173961003846,A,A1,4 years,MORTGAGE,,credit_card,30.62,0,0,2,0,69.3,9,3,769,0
20000,60,22.988348478642735,F,F3,7 years,OWN,104639.36,debt_consolidation,40.28,2,1,7,0,95.9,11,0,576,0
10000,60,7.218708503824712,A,A4,10+ years,RENT,75808.77,debt_consolidation,42.79,0,0,27,1,55.1,27,0,737,0
15000,60,9.961272971390098,B,B4,5 years,MORTGAGE,42625.95,debt_consolidation,44.86,0,2,24,0,90.7,36,2,738,1
30000,36,5.874080681584387,A,A3,10+ years,MORTGAGE,84968.48,debt_consolidation,31.22,0,0,10,0,19.1,14,2,739,0
25000,36,6.361819988685092,A,A4,9 years,MORTGAGE,61400.26,credit_card,26.05,0,2,22,0,30.8,22,4,725,0
20000,60,6.919639576523132,A,A3,4 years,RENT,20000.0,debt_consolidation,30.73,2,0,13,0,84.1,25,1,753,0
10000,36,5.70286463945005,A,A2,8 years,RENT,42500.7,home_improvement,33.63,0,2,16,0,98.7,27,1,778,0
30000,60,7.414655947890443,A,A3,5 years,RENT,43254.46,debt_consolidation,36.71,1,2,26,2,46.6,27,1,734,0
10000,36,7.410465780724488,A,A4,4 years,MORTGAGE,128926.66,credit_card,,0,4,11,0,82.5,20,2,758,0
20000,36,12.300990349539578,C,C1,8 years,RENT,,debt_consolidation,31.9,1,1,16,0,23.7,16,3,670,0
10000,36,15.894113609200271,D,D4,2 years,MORTGAGE,47737.97,debt_consolidation,8.64,0,5,24,3,56.6,31,1,643,1
20000,36,9.228152770591931,B,B2,8 years,MORTGAGE,26991.04,other,4.64,0,0,28,2,9.0,31,3,707,0
20000,60,9.401368674562066,B,B1,2 years,OWN,52157.52,credit_card,35.69,0,0,7,0,66.4,10,1,688,0
15000,36,12.881471373528587,C,C4,5 years,MORTGAGE,26546.86,home_improvement,26.11,0,0,19,1,11.5,25,1,673,0
20000,36,19.876408317215486,E,E2,9 years,RENT,103945.83,credit_card,21.42,0,4,8,0,49.3,12,0,606,1
15000,36,19.440424462147476,E,E3,8 years,RENT,42094.74,debt_consolidation,,0,3,10,0,38.6,15,2,639,0
25000,60,5.8685074935869395,A,A4,4 years,RENT,26508.7,medical,11.5,0,3,22,0,75.4,27,3,733,0
20000,60,9.022044674856211,B,B3,5 years,MORTGAGE,113018.37,credit_card,26.38,0,0,22,0,8.8,32,2,731,0
30000,36,9.322390742622336,B,B4,3 years,MORTGAGE,24744.99,debt_consolidation,3.83,3,0,2,0,4.5,10,2,681,0
5000,60,9.538596524503195,B,B5,5 years,RENT,63146.3,medical,31.35,0,1,3,0,37.7,4,1,704,0
5000,60,13.846033138904646,C,C4,10+ years,RENT,22195.15,other,21.94,1,2,12,0,58.4,12,2,666,1
10000,36,12.19242591057731,C,C1,10+ years,OWN,64589.75,home_improvement,28.38,0,1,28,1,41.2,28,0,677,0
10000,36,7.1086750265737955,A,A2,1 year,RENT,102799.14,home_improvement,1.42,0,0,10,0,66.9,12,1,767,0
20000,36,9.121713271953782,B,B3,2 years,MORTGAGE,36719.87,credit_card,16.84,0,0,28,0,10.7,30,1,738,0
10000,60,13.4540558863341,C,C3,< 1 year,RENT,26692.13,medical,17.98,1,1,9,0,8.4,9,2,694,1
5000,36,6.016514979846295,A,A2,5 years,OTHER,27195.21,credit_card,26.0,0,5,27,0,31.8,35,2,750,0
10000,60,19.270288749638496,E,E1,10+ years,MORTGAGE,,other,40.58,1,0,15,0,22.9,24,0,621,1
20000,60,6.386513599598553,A,A1,7 years,MORTGAGE,172266.78,major_purchase,32.25,0,0,26,0,6.7,33,0,780,0
25000,60,22.501549197881584,F,F1,2 years,RENT,102824.16,credit_card,36.27,0,1,7,0,50.1,12,1,620,0
15000,36,5.832509097342848,A,A5,4 years,MORTGAGE,109347.61,credit_card,34.14,0,3,15,0,52.9,15,0,766,0
35000,60,19.193104641055566,E,E2,1 year,OWN,28511.17,debt_consolidation,8.8,0,0,26,0,71.0,35,1,600,1
10000,36,22.057102689592494,F,F5,4 years,MORTGAGE,104626.3,home_improvement,23.11,0,2,7,0,73.7,12,1,576,1
20000,36,25.31518524439648,G,G2,4 years,RENT,97952.79,debt_consolidation,33.08,2,2,16,0,35.4,17,0,546,1
10000,60,18.652138765098044,E,E2,3 years,OWN,65055.86,small_business,24.11,1,1,7,0,21.5,21,1,603,0
25000,36,18.689452488028333,E,E3,2 years,MORTGAGE,,medical,42.72,0,0,14,0,98.1,21,2,649,0
10000,36,16.936960544096138,D,D5,2 years,RENT,97082.31,debt_consolidation,23.31,4,1,7,0,42.0,7,0,629,0
35000,36,19.232297701084676,E,E3,1 year,MORTGAGE,36072.41,credit_card,24.65,0,0,9,0,85.1,9,0,642,0
25000,36,5.831231095473092,A,A1,1 year,MORTGAGE,80364.78,debt_consolidation,5.39,0,1,26,0,77.7,38,4,769,0
20000,36,12.526402592726944,C,C2,10+ years,MORTGAGE,43112.85,home_improvement,3.56,0,4,24,0,,34,3,682,0
20000,36,13.196429267758187,C,C5,8 years,RENT,29992.11,small_business,2.65,0,0,9,0,79.8,11,0,668,0
15000,36,20.40659291248088,E,E1,8 years,MORTGAGE,42482.46,debt_consolidation,6.73,0,0,20,0,12.9,34,2,606,1
5000,36,13.463823082513336,C,C5,4 years,MORTGAGE,176441.16,debt_consolidation,30.24,0,3,10,1,10.3,11,1,691,0
30000,36,10.094113824949922,B,B5,2 years,MORTGAGE,26915.7,credit_card,8.01,2,0,15,0,67.0,15,1,720,0
25000,36,16.716897126254253,D,D2,5 years,RENT,98214.79,debt_consolidation,4.86,0,0,2,0,88.0,6,1,652,1
10000,60,9.242362980050254,B,B3,4 years,RENT,89693.94,credit_card,27.58,1,2,22,0,74.8,22,0,714,1
10000,36,7.424416227678036,A,A3,3 years,RENT,48502.46,other,38.63,0,1,6,0,69.2,8,0,770,0
15000,36,12.162547534660805,C,C4,9 years,OWN,38899.6,credit_card,1.49,1,2,26,0,20.3,37,1,696,0
25000,60,13.61724115483423,C,C4,2 years,MORTGAGE,25616.58,debt_consolidation,22.78,1,1,26,0,41.4,30,4,695,0
20000,36,9.016542090735902,B,B1,9 years,MORTGAGE,117379.7,debt_consolidation,8.63,0,1,8,3,9.1,14,1,697,0
20000,36,9.715716689717077,B,B2,1 year,MORTGAGE,26534.56,debt_consolidation,41.15,0,3,22,0,78.9,30,0,683,0
5000,60,10.464772764943561,B,B5,5 years,RENT,20000.0,major_purchase,18.83,0,3,7,1,27.9,18,0,707,0
30000,36,10.184583322316891,B,B2,8 years,MORTGAGE,65170.83,credit_card,29.13,0,2,23,0,80.3,35,0,700,0
10000,60,10.200281236539222,B,B2,8 years,RENT,24089.81,other,19.56,0,1,14,0,48.5,22,0,700,0
15000,60,17.146135863961252,D,D4,10+ years,RENT,50724.39,credit_card,36.8,0,2,17,0,59.9,19,0,651,0
35000,36,9.407587482457012,B,B1,5 years,MORTGAGE,24190.58,small_business,22.17,0,4,9,3,43.9,9,4,736,0
25000,60,21.786104463934446,F,F1,4 years,RENT,38223.61,small_business,42.57,0,1,6,1,57.2,7,1,609,1
20000,36,22.0370990404592,F,F4,9 years,RENT,56480.15,credit_card,16.15,0,3,12,0,94.6,25,1,601,1
30000,36,12.570225486597812,C,C1,< 1 year,RENT,,debt_consolidation,32.47,0,0,2,0,2.5,3,1,693,0
5000,36,9.456288542971215,B,B5,5 years,RENT,120965.73,other,3.99,0,0,10,0,42.0,16,0,705,0
5000,36,12.253592176293356,C,C2,10+ years,MORTGAGE,54221.78,home_improvement,7.29,0,3,15,1,72.1,29,2,683,0
10000,36,20.28506861895736,E,E1,3 years,RENT,57774.59,credit_card,23.83,1,2,27,0,,27,0,616,0
10000,60,16.97134141297648,D,D4,6 years,RENT,46915.83,debt_consolidation,11.67,0,1,15,0,14.2,21,2,669,0
25000,36,18.624061214957305,E,E1,2 years,MORTGAGE,94312.61,other,2.65,1,1,24,0,58.2,33,1,650,0
20000,36,13.319897974936879,C,C2,10+ years,MORTGAGE,27484.64,debt_consolidation,11.15,0,1,7,0,98.0,10,1,676,0
15000,36,17.01739581156649,D,D2,10+ years,MORTGAGE,41666.81,debt_consolidation,12.19,0,0,4,0,99.2,16,1,663,0
25000,60,10.223223835512627,B,B3,9 years,MORTGAGE,54134.76,credit_card,28.04,1,0,19,3,10.0,20,0,683,0
15000,36,16.158250108038928,D,D3,1 year,RENT,31454.58,credit_card,7.48,0,0,6,0,49.0,17,1,644,0
5000,36,9.761469921603815,B,B1,6 years,RENT,125174.61,other,41.78,0,3,14,1,63.4,14,0,733,0
15000,36,16.05217297663121,D,D2,2 years,MORTGAGE,65585.18,other,12.91,1,2,20,0,89.0,33,1,661,0
25000,36,20.197761359668306,E,E1,10+ years,RENT,25967.53,debt_consolidation,43.36,0,1,16,0,37.1,29,1,622,0
15000,36,7.250319846070453,A,A1,10+ years,MORTGAGE,69217.14,credit_card,19.06,0,0,14,0,53.9,21,0,733,0
35000,36,15.653105916097683,D,D4,9 years,RENT,118902.22,debt_consolidation,32.95,0,4,14,0,52.1,14,2,669,0
30000,36,6.070143529669578,A,A3,8 years,RENT,35178.62,other,30.52,0,0,4,0,88.0,9,0,779,0
25000,36,15.70562157301318,D,D1,3 years,RENT,122635.86,debt_consolidation,12.65,3,0,21,0,56.6,22,1,643,0
25000,36,6.297521768690339,A,A2,< 1 year,RENT,63205.06,other,19.96,0,1,12,0,55.0,20,0,769,0
20000,36,21.010298247800506,F,F4,10+ years,MORTGAGE,61145.4,credit_card,10.32,0,0,3,0,2.7,5,0,595,0
30000,36,7.065645817961881,A,A2,2 years,MORTGAGE,111194.38,home_improvement,39.81,2,2,21,0,95.0,27,4,744,1
20000,36,21.862903588964052,F,F3,3 years,RENT,61219.9,major_purchase,39.88,0,0,10,0,84.7,16,1,580,1
15000,36,19.568583752935233,E,E4,3 years,RENT,68471.51,debt_consolidation,16.19,0,1,10,0,15.6,16,1,620,0
10000,60,13.485235943808364,C,C4,4 years,MORTGAGE,57261.08,credit_card,18.39,4,0,22,0,12.1,28,3,674,1
25000,36,19.9246477356242,E,E4,3 years,OWN,,debt_consolidation,13.62,3,2,24,1,13.8,26,0,627,1
15000,36,19.12932444035438,E,E2,3 years,OWN,69349.39,other,13.46,0,0,7,0,35.1,16,1,598,0
25000,60,22.56553472021979,F,F3,1 year,RENT,63025.58,debt_consolidation,3.94,2,1,26,1,81.6,39,3,589,1
35000,60,9.781515082956174,B,B5,10+ years,MORTGAGE,43130.26,debt_consolidation,28.79,1,0,3,0,70.9,9,3,725,1
15000,36,12.436342398244165,C,C5,10+ years,RENT,20000.0,debt_consolidation,34.56,1,2,23,0,50.8,35,2,701,1
15000,60,5.558503988551571,A,A1,2 years,MORTGAGE,78687.95,major_purchase,15.33,0,3,6,0,84.4,15,0,737,0
10000,36,17.012326448921787,D,D5,7 years,OWN,32331.2,debt_consolidation,22.58,0,0,24,0,31.1,34,1,656,0
15000,60,5.831294874879486,A,A5,5 years,RENT,27555.2,debt_consolidation,0.99,2,0,20,0,62.8,33,0,738,0
20000,60,12.225229308304673,C,C5,5 years,RENT,26026.7,home_improvement,28.35,0,1,8,3,53.6,12,2,698,0
15000,60,12.84082105084341,C,C2,9 years,OWN,20000.0,credit_card,,0,0,6,0,92.6,9,0,671,1
15000,60,13.843435876789728,C,C3,9 years,RENT,71469.5,credit_card,6.65,1,1,10,1,19.8,17,0,691,0
20000,60,13.436310543159502,C,C1,< 1 year,RENT,222707.13,debt_consolidation,0.5,0,4,4,0,,8,4,676,0
10000,36,17.09612325881344,D,D1,10+ years,MORTGAGE,38256.24,credit_card,19.21,0,0,26,0,90.8,35,2,636,0
5000,36,19.039785035932617,E,E3,< 1 year,MORTGAGE,88663.64,credit_card,30.14,0,0,17,0,,25,1,625,0
10000,60,13.670103857044282,C,C2,5 years,RENT,51217.3,debt_consolidation,10.8,0,2,6,2,41.1,10,0,688,1
25000,36,12.830761014663995,C,C2,1 year,RENT,63923.67,major_purchase,7.56,0,3,15,0,96.3,17,4,691,1
10000,36,22.958795966092133,F,F2,8 years,RENT,52053.76,debt_consolidation,27.58,0,2,27,0,98.9,33,2,608,1
5000,36,6.639508385694386,A,A3,5 years,RENT,86628.79,small_business,26.71,0,3,25,0,89.0,29,3,761,0
15000,36,6.712468209533237,A,A1,1 year,RENT,26241.68,credit_card,13.72,0,0,25,0,1.3,27,2,771,0
25000,36,7.33026537763333,A,A5,4 years,RENT,57511.2,debt_consolidation,38.28,0,2,8,0,54.4,13,1,745,0
25000,36,17.396803850424998,D,D4,3 years,OTHER,107032.71,credit_card,26.87,0,1,5,0,53.0,15,0,651,1
15000,60,12.035292626554433,C,C4,8 years,OTHER,82511.94,credit_card,36.69,1,0,25,0,77.7,36,1,679,1
20000,60,18.964915386568865,E,E5,8 years,RENT,65894.27,debt_consolidation,41.57,0,4,18,1,86.0,28,1,625,0
25000,60,16.728490071336502,D,D4,6 years,RENT,57440.74,home_improvement,30.38,0,3,3,0,90.7,4,2,628,1
30000,36,8.507228815606323,B,B2,10+ years,MORTGAGE,43628.94,other,13.15,0,0,11,0,66.1,18,1,732,0
20000,60,21.635060534518413,F,F5,< 1 year,MORTGAGE,43842.5,major_purchase,30.48,0,0,15,0,16.6,15,1,591,0
25000,36,15.892627836879528,D,D3,8 years,MORTGAGE,21333.11,major_purchase,18.95,1,2,7,0,46.8,7,1,653,0
5000,36,9.546954198524242,B,B3,8 years,MORTGAGE,73270.12,major_purchase,8.16,0,0,12,1,68.4,21,0,733,0
15000,36,9.694626217578554,B,B3,5 years,OWN,122871.79,credit_card,7.84,1,0,10,0,7.1,11,0,708,0
30000,36,8.878028907219445,B,B1,10+ years,RENT,64629.35,debt_consolidation,6.91,0,0,16,0,20.5,30,0,708,0
10000,60,6.572773447789683,A,A5,< 1 year,MORTGAGE,54719.4,credit_card,20.93,0,3,16,1,11.4,19,0,754,0
15000,36,6.293451537373743,A,A5,9 years,MORTGAGE,77609.61,debt_consolidation,26.75,1,0,29,2,26.6,30,0,777,0
20000,36,22.98192368435194,F,F4,3 years,RENT,20000.0,medical,43.85,1,1,18,1,33.7,28,2,575,0
30000,36,12.130205526992135,C,C2,< 1 year,RENT,39962.28,credit_card,30.3,3,0,22,1,,25,0,659,0
5000,36,10.181370412307164,B,B5,< 1 year,OWN,51828.2,major_purchase,10.44,0,0,22,0,98.1,26,1,686,0
30000,36,17.498961956552,D,D1,3 years,OTHER,20000.0,debt_consolidation,37.59,2,1,26,0,81.5,40,1,664,1
10000,36,13.083183438534661,C,C2,7 years,OWN,59652.69,debt_consolidation,44.28,0,2,2,1,80.3,13,2,650,0
30000,36,22.361145135810514,F,F1,7 years,MORTGAGE,20000.0,debt_consolidation,18.58,1,2,5,3,45.2,16,2,603,1
30000,36,18.755894531511842,E,E2,1 year,MORTGAGE,82016.33,credit_card,39.61,1,3,6,0,81.8,18,1,643,0
25000,36,12.701644240411277,C,C2,3 years,OWN,62038.65,other,33.49,0,2,14,1,82.4,26,2,691,0
30000,60,8.862979343246458,B,B4,1 year,MORTGAGE,48314.44,major_purchase,14.22,1,1,10,0,,10,1,690,0
35000,60,25.166641599113078,G,G2,10+ years,MORTGAGE,85550.44,credit_card,0.3,0,0,16,0,23.7,21,1,570,0
30000,36,17.384178514361167,D,D5,10+ years,MORTGAGE,59172.86,credit_card,31.42,3,2,6,0,75.9,20,1,647,0
20000,36,21.059187223891378,F,F2,2 years,MORTGAGE,72058.5,debt_consolidation,43.44,0,1,17,1,70.6,24,4,561,0
15000,36,6.488892296110108,A,A3,10+ years,RENT,64223.79,debt_consolidation,6.1,0,0,5,2,26.7,18,2,732,0
10000,36,19.947114465910783,E,E3,1 year,RENT,32337.95,credit_card,41.18,0,2,4,0,46.1,12,0,635,0
10000,60,16.361240331987407,D,D5,6 years,RENT,138823.36,medical,9.31,0,0,10,0,23.1,12,0,654,1
20000,36,6.577739419287724,A,A4,9 years,RENT,114398.56,debt_consolidation,24.37,0,0,2,0,75.8,11,0,750,0
10000,36,12.905947927723734,C,C5,4 years,MORTGAGE,70068.27,debt_consolidation,24.87,0,1,29,0,21.6,30,0,697,0
35000,36,16.694980143224587,D,D5,1 year,RENT,59291.43,credit_card,9.94,0,4,24,0,96.9,28,0,651,0
10000,36,5.637155565615817,A,A1,9 years,RENT,84982.32,credit_card,1.08,0,1,20,1,94.7,33,0,779,0
5000,36,13.093589514373381,C,C1,10+ years,MORTGAGE,115392.22,debt_consolidation,7.82,0,0,15,2,53.3,19,1,653,0
10000,36,19.523560443245444,E,E3,3 years,MORTGAGE,169809.71,debt_consolidation,17.57,0,0,23,0,34.8,25,3,607,0
5000,60,8.863710050883846,B,B1,< 1 year,RENT,39147.63,debt_consolidation,8.51,0,1,9,0,60.8,19,0,691,0
10000,60,13.069501327853747,C,C3,10+ years,MORTGAGE,101467.17,credit_card,30.19,0,3,29,0,45.6,31,3,675,0
20000,36,12.926298529780478,C,C3,1 year,RENT,51414.67,major_purchase,21.96,2,1,6,0,82.5,9,0,705,0
10000,60,9.686353432675492,B,B2,3 years,RENT,20630.04,home_improvement,15.93,0,0,28,1,88.5,35,3,704,0
25000,36,22.12765071650142,F,F1,5 years,RENT,89575.69,other,10.48,1,1,29,0,79.7,35,0,579,0
15000,36,19.30917685989525,E,E5,5 years,MORTGAGE,,other,29.8,0,4,26,0,22.0,37,1,595,0
25000,36,7.062269262729053,A,A2,6 years,MORTGAGE,,debt_consolidation,40.13,3,1,21,0,57.1,24,1,744,0
25000,60,24.714911938492534,G,G5,2 years,MORTGAGE,48949.54,credit_card,29.28,0,0,23,0,95.2,33,1,543,1
10000,36,19.44907449722498,E,E4,4 years,MORTGAGE,68358.22,debt_consolidation,18.4,0,1,23,0,29.0,27,0,601,1
5000,60,9.35282029835414,B,B4,10+ years,RENT,82397.66,home_improvement,,1,0,14,0,99.0,25,1,688,0
30000,60,19.471744370654292,E,E4,10+ years,RENT,76402.86,other,35.56,0,3,21,0,96.4,27,1,628,0
25000,60,7.100365822815356,A,A2,1 year,MORTGAGE,113328.65,debt_consolidation,23.61,0,0,9,0,84.0,9,0,763,0
10000,60,25.41932301951119,G,G2,10+ years,RENT,,medical,2.94,0,1,17,0,17.5,29,2,575,0
20000,60,15.584475821939312,D,D5,6 years,RENT,38280.76,major_purchase,32.73,0,2,4,0,27.0,18,0,623,0
15000,36,16.489156717613586,D,D4,< 1 year,MORTGAGE,55043.94,other,10.35,3,1,6,0,20.1,10,4,676,0
5000,36,5.749507565718174,A,A2,10+ years,RENT,40020.04,major_purchase,13.45,0,2,9,0,82.4,19,0,750,0
10000,60,22.458685773518997,F,F4,2 years,MORTGAGE,59679.08,debt_consolidation,29.3,1,4,13,0,52.5,20,2,594,0
25000,36,7.473388609431289,A,A2,3 years,RENT,20000.0,debt_consolidation,8.49,0,0,19,0,20.7,28,2,773,0
15000,36,9.737604062309172,B,B5,< 1 year,RENT,172292.99,debt_consolidation,14.48,3,0,19,1,54.6,23,3,696,0
20000,36,6.2597229138978046,A,A3,9 years,MORTGAGE,33934.59,small_business,31.4,1,2,28,0,48.6,40,0,750,0
10000,36,18.644628543559875,E,E2,8 years,MORTGAGE,39819.28,credit_card,,4,0,25,0,33.5,33,0,594,0
5000,60,9.165138505416223,B,B4,10+ years,MORTGAGE,56934.06,medical,4.13,1,0,24,1,38.8,38,4,710,0
10000,60,22.050583153668853,F,F4,6 years,OWN,23703.64,credit_card,4.5,0,0,29,2,87.4,39,1,576,1
15000,36,17.26171694554893,D,D2,5 years,MORTGAGE,44301.33,major_purchase,24.36,1,1,29,0,88.3,29,0,631,1
30000,36,6.525986987722375,A,A4,6 years,RENT,59943.78,debt_consolidation,44.93,0,0,17,0,59.1,23,0,757,0
25000,36,7.46886303255185,A,A2,< 1 year,RENT,145683.58,debt_consolidation,23.54,0,0,29,0,65.8,32,1,727,0
10000,36,6.23833297165342,A,A2,10+ years,RENT,58997.65,debt_consolidation,43.98,0,0,25,1,99.7,35,1,779,0
5000,36,15.50098278455484,D,D5,10+ years,RENT,42472.59,other,,0,2,2,0,73.2,10,2,634,1
10000,36,19.757250558164046,E,E4,< 1 year,OWN,27573.75,credit_card,39.48,1,2,4,0,91.7,10,1,594,1
30000,36,8.938278198397093,B,B1,10+ years,RENT,195435.23,debt_consolidation,20.12,0,1,11,0,72.5,23,3,707,0
20000,36,18.987569275231454,E,E4,5 years,MORTGAGE,56727.57,other,,0,0,2,0,50.6,4,2,613,0
25000,36,5.5348453945602945,A,A2,2 years,RENT,56922.84,debt_consolidation,28.58,0,0,9,0,37.2,17,0,760,0
15000,60,19.562944531398166,E,E2,< 1 year,RENT,23792.22,major_purchase,0.38,1,0,8,0,65.0,19,2,630,0
20000,36,21.49501554854848,F,F3,10+ years,MORTGAGE,74223.96,debt_consolidation,1.97,0,1,5,0,82.7,5,1,596,0
20000,36,20.48858048409619,E,E3,8 years,MORTGAGE,38069.05,debt_consolidation,43.18,0,2,3,0,87.3,5,0,625,1
20000,36,17.171314104711165,D,D5,7 years,MORTGAGE,131006.76,debt_consolidation,19.79,1,1,12,2,28.2,21,1,667,1
15000,60,19.942380128637407,E,E3,1 year,RENT,71584.42,medical,37.6,1,2,23,0,38.3,34,2,629,1
10000,60,6.207783117441869,A,A2,10+ years,OTHER,58396.06,credit_card,5.51,2,2,27,0,39.5,34,2,728,0
15000,60,8.64319427239713,B,B4,7 years,RENT,24497.3,credit_card,11.6,0,0,21,0,80.5,22,0,708,0
35000,36,6.837885702618315,A,A3,4 years,RENT,51076.78,major_purchase,2.36,0,0,10,0,84.6,17,0,761,0
10000,60,12.044603000248163,C,C1,7 years,RENT,47653.46,other,34.31,0,1,8,0,82.7,17,2,666,0
25000,60,16.383201833471716,D,D4,1 year,RENT,58324.65,credit_card,11.64,0,0,15,0,19.2,21,2,672,1
35000,36,15.60554067011572,D,D3,5 years,MORTGAGE,20000.0,credit_card,35.59,0,0,4,0,16.6,11,3,649,0
20000,36,19.619415567739917,E,E3,2 years,MORTGAGE,31390.48,major_purchase,35.05,1,0,17,1,56.8,18,3,609,1
15000,36,6.619083727880799,A,A1,1 year,OWN,40234.21,other,4.63,0,3,27,0,25.4,35,1,743,0
